,prev_line,current_line,tone
4028,予定なしよ 試着だけ 私もよ,冗談よ 本当は7月25日,joy
4029,冗談よ 本当は7月25日,私は12月,joy
4030,私は12月,あなたは? 5月15日,neutral
4031,あなたは? 5月15日,間近ね 写真家は決めた?,neutral
4032,間近ね 写真家は決めた?,ジェフリーよ,neutral
4033,ジェフリーよ,ヌード結婚式の見本見た? あの裸?ワーオ,surprise
4034,ヌード結婚式の見本見た? あの裸?ワーオ,結婚を早まったと思った,joy
4035,結婚を早まったと思った,バンドは? スイングキングスよ,neutral
4036,バンドは? スイングキングスよ,うらやましいうちはヘビメタバンドのカーカス,sadness
4037,うらやましいうちはヘビメタバンドのカーカス,頭文字はC?K? ヘビメタなんてグレート,joy
4038,頭文字はC?K? ヘビメタなんてグレート,この店で買っちゃダメよ,neutral
4039,この店で買っちゃダメよ,クラインマンズで半額で買える,neutral
4040,クラインマンズで半額で買える,ここはふっかけてるの,disgust
4041,ここはふっかけてるの,これの色違いはある?,neutral
4042,史上最高のデートの例として,ダニエルとそれほど濃密な時間を過ごした,joy
4043,ダニエルとそれほど濃密な時間を過ごした,その後電話は?,neutral
4044,その後電話は?,男からするかよ,anger
4045,男からするかよ,飢えてるみたいじゃん,neutral
4046,飢えてるみたいじゃん,だろ,neutral
4047,だろ,じらしてやれ,neutral
4048,じらしてやれ,男ってあきれるほどバカよね,surprise
4049,男ってあきれるほどバカよね,それ男性ホルモン過剰よ,anger
4050,それ男性ホルモン過剰よ,それシスコじやほめ言葉だ,neutral
4051,それシスコじやほめ言葉だ,マシンだ 留守電か?,neutral
4052,マシンだ 留守電か?,扇風機が応答した,neutral
4053,扇風機が応答した,伝言残したら?,neutral
4054,伝言残したら?,留守電にしゃべるとつい変なこと口走る,disgust
4055,留守電にしゃべるとつい変なこと口走る,バリーたちよ 一斉に見ないで,surprise
4056,バリーたちよ 一斉に見ないで,どんな様子?,neutral
4057,どんな様子?,話してる,neutral
4058,話してる,レイチェルにへこまされてる?,neutral
4059,君の仕事は何?,ここ数年はCM関係の仕事を また仕事の呼び出しなの?,neutral
4060,ここ数年はCM関係の仕事を また仕事の呼び出しなの?,仕方ないわ,neutral
4061,仕方ないわ,終わったら戻ってくるごめんね なぜか理科なのよ,sadness
4062,終わったら戻ってくるごめんね なぜか理科なのよ,変よね 専門じゃないのに,neutral
4063,変よね 専門じゃないのに,嫌なら言って こっちに呼びたいんだ,neutral
4064,嫌なら言って こっちに呼びたいんだ,こっちへ,neutral
4065,こっちへ,みんな詰めてくれるよ,neutral
4066,みんな詰めてくれるよ,おいで 詰めるよね?,neutral
4067,おいで 詰めるよね?,はいずれて,joy
4068,はいずれて,紹介するねキャロルだ,neutral
4069,紹介するねキャロルだ,クリステンだよ どうも,neutral
4070,クリステンだよ どうも,キャロルは教員だ,neutral
4071,キャロルは教員だ,それが変なんだよ 専門とは違うんだから,joy
4072,いいから選べよ あれはどう?,庭用の家具だ,surprise
4073,庭用の家具だ,うちに来た人があれ? ここは外かって? じゃあの鳥柄は?,neutral
4074,うちに来た人があれ? ここは外かって? じゃあの鳥柄は?,鳥柄はおもてなしって感じじゃない,neutral
4075,鳥柄はおもてなしって感じじゃない,じゃ選べ,neutral
4076,じゃ選べ,テントウ虫のは?,neutral
4077,テントウ虫のは?,赤い虫ならおもてなしなのかよ,anger
4078,赤い虫ならおもてなしなのかよ,鳥が好きなら買え,anger
4079,鳥が好きなら買え,誰が買うか,sadness
4080,ディジョンです お試しを,お試しを,neutral
4081,お試しを,ディジョン アナベル ねえ仕事帰りにコーヒーでもどう?,neutral
4082,ディジョン アナベル ねえ仕事帰りにコーヒーでもどう?,約束があるの,neutral
4083,約束があるの,行こうか?,neutral
4084,行こうか?,またね,neutral
4085,またね,女はカウボーイに弱いね ディジョンを,sadness
4086,今のは失神もの,2人によく報告しなきゃ,neutral
4087,2人によく報告しなきゃ,失神时前,joy
4088,失神时前,ラブラブよね,joy
4089,ラブラブよね,最高だわ,neutral
4090,最高だわ,最高なのは君だ,neutral
4091,最高なのは君だ,私って最高,neutral
4092,私って最高,どうも 何してた?,neutral
4093,どうも 何してた?,この前の美女じゃない?,neutral
4094,別れるしかないだろ,バカ言うな電話して仲直りしろ,sadness
4095,バカ言うな電話して仲直りしろ,大ゲンカしたのにすぐ電話を?,sadness
4096,大ゲンカしたのにすぐ電話を?,食後すぐ泳ぐなとは話が違う,anger
4097,食後すぐ泳ぐなとは話が違う,水泳の話は迷信さ,neutral
4098,水泳の話は迷信さ,レニーおじさんに言って,neutral
4099,レニーおじさんに言って,どうして?,neutral
4100,どうして?,迷信を信じてる,neutral
4101,子宮の状態は良好よ,ぶ厚い感じがしたわ,joy
4102,ぶ厚い感じがしたわ,じゃ卵をぶち込んでくれ,neutral
4103,じゃ卵をぶち込んでくれ,受精卵の準備に時間が,neutral
4104,受精卵の準備に時間が,卵1個じゃないの?,surprise
4105,卵1個じゃないの?,5個よ,neutral
4106,5個よ,ネコみたいにボコボコ産めってわけ?,neutral
4107,ネコみたいにボコボコ産めってわけ?,卵が着床する確率は125しかないの,neutral
4108,卵が着床する確率は125しかないの,つまり75妊娠できないってわけ? なら,surprise
4109,つまり75妊娠できないってわけ? なら,200個ぐらいぶち込んだらどうだ,neutral
4110,200個ぐらいぶち込んだらどうだ,ガムボールマシンじゃないのよ,neutral
4111,ガムボールマシンじゃないのよ,根性入れて妊娠するまで頑張るわ,neutral
4112,根性入れて妊娠するまで頑張るわ,これが最初で最後の勝負だ,neutral
4113,これが最初で最後の勝負だ,1回に1万600ドルかかるの,neutral
4114,1回に1万600ドルかかるの,私たちの貯金は今回でなくなるわ,neutral
4115,私たちの貯金は今回でなくなるわ,子宮にプレッシャーがかかった,disgust
4116,子宮にプレッシャーがかかった,ないわ,neutral
4117,ないわ,医者って役立たずね,surprise
4118,医者って役立たずね,酒だよ 高校時代妊娠した,anger
4119,食い物ない?ジョノの店が閉まってた,ラリーと食事に行って営業停止に,disgust
4120,ラリーと食事に行って営業停止に,好きな店が全滅だよどこで食えと?」,anger
4121,好きな店が全滅だよどこで食えと?」,清潔な店,neutral
4122,清潔な店,まずそう,neutral
4123,まずそう,ダニーよ,neutral
4124,ダニーよ,私は競技会で留守よ,fear
4125,私は競技会で留守よ,待って これから出る,anger
4126,待って これから出る,夜のボート大会ってどんな大会?,surprise
4127,夜のボート大会ってどんな大会?,偽の大会,anger
4128,偽の大会,おタマを借りたい,neutral
4129,おタマを借りたい,じゃまたね,neutral
4130,じゃまたね,ラリーならこう言ったわじゃおタマね,neutral
4131,効率いいわね,行こう,joy
4132,行こう,古い物がない,sadness
4133,古い物がない,財布に12歳から入れてるゴムが,neutral
4134,財布に12歳から入れてるゴムが,イケるわ,joy
4135,イケるわ,使い物には,neutral
4136,使い物には,あとは借り物ね,joy
4137,あとは借り物ね,これ借りよう,neutral
4138,これ借りよう,盗む気?,sadness
4139,盗む気?,あとで返す隠せ,neutral
4140,すまない あれから何してた?,そうね 別に,joy
4141,そうね 別に,今は仕事を すごいね,joy
4142,今は仕事を すごいね,日焼けした?,surprise
4143,日焼けした?,実は10 アルバ島へ,neutral
4144,くさい,心配したわ,sadness
4145,心配したわ,モニカ,anger
4146,モニカ,水がうめえ!,joy
4147,水がうめえ!,そうみたいね 職場から電話で今日は欠勤かって,neutral
4148,そうみたいね 職場から電話で今日は欠勤かって,休みよモニカとサーカスに行くの,neutral
4149,休みよモニカとサーカスに行くの,それじゃクビあなたらしくない,anger
4150,それじゃクビあなたらしくない,これが私よ,joy
4151,これが私よ,私はクッションを叩いてるだけじゃないのよ,anger
4152,私はクッションを叩いてるだけじゃないのよ,モニカと一緒だと別の私になれるの,joy
4153,モニカと一緒だと別の私になれるの,だって一,joy
4154,だって一,在宅です お待ちを モナナによ カード会社から,neutral
4155,在宅です お待ちを モナナによ カード会社から,そんな どうも,joy
4156,そんな どうも,モニカが逮捕された,sadness
4157,絵の具の隆起を見て モネは主に外界の物を描いた彼の主題は光なんだ,意味分かってる?,neutral
4158,意味分かってる?,いや口から言葉を吐いただけ,neutral
4159,いや口から言葉を吐いただけ,メモにはと書いたが正しいスペルじゃない,neutral
4160,メモにはと書いたが正しいスペルじゃない,発音に即したまでだ 即した?,neutral
4161,発音に即したまでだ 即した?,つまり時間がないからよす-,neutral
4162,つまり時間がないからよす-,でも見直したよ メモをすぐ覚えたね,surprise
4163,でも見直したよ メモをすぐ覚えたね,どういう意味? さあね,surprise
4164,どういう意味? さあね,その患者は死んだからクマに食われるって意味かな,neutral
4165,その患者は死んだからクマに食われるって意味かな,ルネサンスへ移ろう,neutral
4166,ルネサンスへ移ろう,カラバッジョは明暗法を用い人物の苦悩に光を当てた 触ってデコボコだ,neutral
4167,カラバッジョは明暗法を用い人物の苦悩に光を当てた 触ってデコボコだ,ダメだよ 絵には絶対触っちゃダメ,anger
4168,ダメだよ 絵には絶対触っちゃダメ,いいじゃん,neutral
4169,なぜ来ないの?,読んだ,joy
4170,読んだ,やっと?,surprise
